Order ID,Order Date,Customer ID,Product ID,Quantity,Year,Month,Day_of_Month,City,Country,Customer_has_Email,Customer_has_Phone,Customer_has_loyal_card,Coffee Type,Roast Type,Total_Sale_Value,Total_Profit_Value,Total_Sale_Weight
YHV-68700-050,2019-09-11,26333-67911-OL,R-M-0.5,5,2019,9,11,Kinloch,United Kingdom,1,0,0,Rob,M,29.85,1.79,2.5
YHV-68700-050,2019-09-11,26333-67911-OL,L-L-2.5,2,2019,9,11,Kinloch,United Kingdom,1,0,0,Lib,L,72.91,9.48,5.0
KRB-88066-642,2021-03-16,22107-86640-SB,L-M-1,5,2021,3,16,Toledo,United States,1,1,0,Lib,M,72.75,9.46,5.0
LQU-08404-173,2020-12-03,09960-34242-LZ,L-L-1,3,2020,12,3,Trenton,United States,0,1,0,Lib,L,47.55,6.18,3.0
CWK-60159-881,2020-01-27,04671-85591-RT,E-D-0.2,3,2020,1,27,Tampa,United States,1,1,1,Exc,D,10.94,1.2,0.6
EEG-74197-843,2022-07-17,25729-68859-UA,E-L-1,4,2022,7,17,Pensacola,United States,1,1,0,Exc,L,59.4,6.53,4.0
UCZ-59708-525,2022-03-04,05501-86351-NX,L-D-2.5,3,2022,3,4,Zephyrhills,United States,0,1,1,Lib,D,89.35,11.62,7.5
HUB-47311-849,2021-12-07,04521-04300-OK,L-M-0.5,3,2021,12,7,Saint Paul,United States,1,0,1,Lib,M,26.19,3.4,1.5
WYM-17686-694,2021-02-25,58689-55264-VK,A-D-2.5,5,2021,2,25,Fort Wayne,United States,1,1,0,Ara,D,114.42,10.3,12.5
ZYQ-15797-695,2019-02-25,79436-73011-MM,R-D-0.5,5,2019,2,25,Wootton,United Kingdom,0,1,1,Rob,D,26.85,1.61,2.5
EEJ-16185-108,2019-02-09,65552-60476-KY,L-L-0.2,5,2019,2,9,Naples,United States,0,1,1,Lib,L,23.78,3.09,1.0
RWR-77888-800,2020-02-07,69904-02729-YS,A-M-0.5,1,2020,2,7,Chicago,United States,1,1,0,Ara,M,6.75,0.61,0.5
LHN-75209-742,2020-03-23,01433-04270-AX,R-M-0.5,6,2020,3,23,Newark,United States,0,1,1,Rob,M,35.82,2.15,3.0
TIR-71396-998,2022-03-06,14204-14186-LA,R-D-2.5,4,2022,3,6,Vienna,United States,1,1,1,Rob,D,82.34,4.94,10.0
RXF-37618-213,2022-04-15,32948-34398-HC,R-L-0.5,1,2022,4,15,Fort Worth,United States,1,1,1,Rob,L,7.17,0.43,0.5
ANM-16388-634,2021-11-19,77343-52608-FF,L-L-0.2,2,2021,11,19,Burbank,United States,1,1,0,Lib,L,9.51,1.24,0.4
WYL-29300-070,2019-10-16,42770-36274-QA,R-M-0.2,1,2019,10,16,Kingsport,United States,1,1,0,Rob,M,2.98,0.18,0.2
JHW-74554-805,2019-11-26,14103-58987-ZU,R-M-1,6,2019,11,26,Liverpool,United Kingdom,1,1,1,Rob,M,59.7,3.58,6.0
KYS-27063-603,2019-06-30,69958-32065-SW,E-L-2.5,4,2019,6,30,Columbus,United States,1,1,0,Exc,L,136.62,15.03,10.0
GAZ-58626-277,2021-01-04,69533-84907-FA,L-L-0.2,2,2021,1,4,Newmarket on Fergus,Ireland,1,1,0,Lib,L,9.51,1.24,0.4
RPJ-37787-335,2020-10-27,76005-95461-CI,A-M-2.5,3,2020,10,27,New Orleans,United States,0,1,0,Ara,M,77.62,6.99,7.5
LEF-83057-763,2021-06-15,15395-90855-VB,L-M-0.2,5,2021,6,15,Charlotte,United States,0,1,1,Lib,M,21.83,2.84,1.0
RPW-36123-215,2021-07-19,80640-45811-LB,E-L-0.5,2,2021,7,19,Springfield,United States,1,1,1,Exc,L,17.82,1.96,1.0
WLL-59044-117,2021-07-23,28476-04082-GR,R-D-1,6,2021,7,23,Listowel,Ireland,1,1,1,Rob,D,53.7,3.22,6.0
AWT-22827-563,2020-01-25,12018-75670-EU,R-L-0.2,1,2020,1,25,Moycullen,Ireland,0,1,1,Rob,L,3.58,0.22,0.2
QLM-07145-668,2019-05-09,86437-17399-FK,E-D-0.2,2,2019,5,9,Midland,United States,1,1,0,Exc,D,7.29,0.8,0.4
HVQ-64398-930,2020-03-30,62979-53167-ML,A-M-0.5,6,2020,3,30,Dallas,United States,1,1,1,Ara,M,40.5,3.64,3.0
WRT-40778-247,2022-03-13,54810-81899-HL,R-L-1,4,2022,3,13,Dulles,United States,1,1,0,Rob,L,47.8,2.87,4.0
SUB-13006-125,2019-04-17,26103-41504-IB,A-L-0.5,5,2019,4,17,Oakland,United States,1,1,1,Ara,L,38.85,3.5,2.5
CQM-49696-263,2019-10-25,76534-45229-SG,L-L-2.5,3,2019,10,25,Colorado Springs,United States,1,1,1,Lib,L,109.36,14.22,7.5
KXN-85094-246,2019-09-13,81744-27332-RR,L-M-2.5,3,2019,9,13,Adare,Ireland,1,1,1,Lib,M,100.39,13.05,7.5
XOQ-12405-419,2020-04-12,91513-75657-PH,R-D-2.5,4,2020,4,12,Buffalo,United States,0,1,1,Rob,D,82.34,4.94,10.0
HYF-10254-369,2019-11-14,30373-66619-CB,L-L-0.5,1,2019,11,14,Fresno,United States,1,1,0,Lib,L,9.51,1.24,0.5
XXJ-47000-307,2019-07-18,31582-23562-FM,A-L-2.5,3,2019,7,18,Fort Worth,United States,1,0,0,Ara,L,89.35,8.04,7.5
XXJ-47000-307,2019-07-18,31582-23562-FM,A-D-0.2,4,2019,7,18,Fort Worth,United States,1,0,0,Ara,D,11.94,1.07,0.8
ZDK-82166-357,2021-04-03,81431-12577-VD,A-M-1,3,2021,4,3,Beaumont,United States,1,0,0,Ara,M,33.75,3.04,3.0
IHN-19982-362,2021-03-29,68894-91205-MP,R-L-1,3,2021,3,29,Reno,United States,1,0,0,Rob,L,35.85,2.15,3.0
VMT-10030-889,2021-12-15,87602-55754-VN,A-L-1,6,2021,12,15,Kansas City,United States,1,1,0,Ara,L,77.7,6.99,6.0
NHL-11063-100,2020-05-20,39181-35745-WH,A-L-1,4,2020,5,20,Crumlin,Ireland,0,1,1,Ara,L,51.8,4.66,4.0
ROV-87448-086,2020-11-02,30381-64762-NG,A-M-2.5,4,2020,11,2,Corona,United States,1,1,0,Ara,M,103.5,9.31,10.0
DGY-35773-612,2020-07-25,17503-27693-ZH,E-L-1,3,2020,7,25,Austin,United States,0,1,1,Exc,L,44.55,4.9,3.0
YWH-50638-556,2019-03-14,89442-35633-HJ,E-L-0.5,4,2019,3,14,Normanton,United Kingdom,1,1,1,Exc,L,35.64,3.92,2.0
ISL-11200-600,2020-07-02,13654-85265-IL,A-D-0.2,6,2020,7,2,Charlesland,Ireland,0,0,1,Ara,D,17.91,1.61,1.2
LBZ-75997-047,2019-12-17,40946-22090-FP,A-M-2.5,6,2019,12,17,Fresno,United States,1,0,0,Ara,M,155.25,13.97,15.0
EUH-08089-954,2020-12-06,29050-93691-TS,A-D-0.2,2,2020,12,6,Saint Louis,United States,1,0,0,Ara,D,5.97,0.54,0.4
BLD-12227-251,2021-03-04,64395-74865-WF,A-M-0.5,2,2021,3,4,Fresno,United States,1,1,0,Ara,M,13.5,1.21,1.0
OPY-30711-853,2021-07-17,81861-66046-SU,A-D-0.2,1,2021,7,17,Confey,Ireland,0,1,0,Ara,D,2.98,0.27,0.2
DBC-44122-300,2020-11-04,13366-78506-KP,L-M-0.2,3,2020,11,4,Columbus,United States,0,1,1,Lib,M,13.1,1.7,0.6
FJQ-60035-234,2021-04-05,08847-29858-HN,A-L-0.2,2,2021,4,5,Stockton,United States,0,1,1,Ara,L,7.77,0.7,0.4
HSF-66926-425,2020-03-01,00539-42510-RY,L-D-2.5,5,2020,3,1,Edgeworthstown,Ireland,1,1,1,Lib,D,148.92,19.36,12.5
LQG-41416-375,2021-10-19,45190-08727-NV,L-D-1,3,2021,10,19,Leixlip,Ireland,1,1,1,Lib,D,38.85,5.05,3.0
VZO-97265-841,2022-07-08,87049-37901-FU,R-M-0.2,4,2022,7,8,Rochester,United States,1,1,0,Rob,M,11.94,0.72,0.8
MOR-12987-399,2019-08-17,34015-31593-JC,L-M-1,6,2019,8,17,Tuscaloosa,United States,1,1,0,Lib,M,87.3,11.35,6.0
UOA-23786-489,2020-05-31,90305-50099-SV,A-M-0.5,6,2020,5,31,Houston,United States,1,1,1,Ara,M,40.5,3.64,3.0
AJL-52941-018,2020-05-05,55871-61935-MF,E-D-1,2,2020,5,5,El Paso,United States,1,1,0,Exc,D,24.3,2.67,2.0
XSZ-84273-421,2019-04-14,15405-60469-TM,R-M-0.5,3,2019,4,14,Colorado Springs,United States,1,1,1,Rob,M,17.91,1.07,1.5
NUN-48214-216,2020-07-29,06953-94794-FB,A-M-0.5,4,2020,7,29,Fort Wayne,United States,0,1,0,Ara,M,27.0,2.43,2.0
AKV-93064-769,2019-12-12,22305-40299-CY,L-D-0.5,1,2019,12,12,Port Washington,United States,1,1,1,Lib,D,7.77,1.01,0.5
BRB-40903-533,2022-06-15,09020-56774-GU,E-L-0.2,3,2022,6,15,Springfield,United States,1,1,1,Exc,L,13.36,1.47,0.6
GPR-19973-483,2019-06-26,92926-08470-YS,R-D-0.5,5,2019,6,26,Pensacola,United States,1,0,0,Rob,D,26.85,1.61,2.5
XIY-43041-882,2021-10-12,07250-63194-JO,A-M-1,1,2021,10,12,Richmond,United States,1,1,0,Ara,M,11.25,1.01,1.0
YGY-98425-969,2019-04-01,63787-96257-TQ,L-M-1,1,2019,4,1,Cherryville,Ireland,1,1,0,Lib,M,14.55,1.89,1.0
MSB-08397-648,2021-03-10,49530-25460-RW,R-L-0.2,4,2021,3,10,Huntington,United States,0,1,0,Rob,L,14.34,0.86,0.8
WDR-06028-345,2019-08-16,66508-21373-OQ,L-L-1,1,2019,8,16,Birmingham,United Kingdom,1,1,0,Lib,L,15.85,2.06,1.0
MXM-42948-061,2020-08-11,20203-03950-FY,L-L-0.2,4,2020,8,11,Killorglin,Ireland,1,1,1,Lib,L,19.02,2.47,0.8
MGQ-98961-173,2022-04-05,83895-90735-XH,L-L-0.5,4,2022,4,5,Dayton,United States,1,1,0,Lib,L,38.04,4.95,2.0
RFH-64349-897,2019-10-22,61954-61462-RJ,E-D-0.5,3,2019,10,22,Anchorage,United States,1,1,1,Exc,D,21.87,2.41,1.5
TKL-20738-660,2021-10-02,47939-53158-LS,E-M-0.2,1,2021,10,2,Nashville,United States,1,1,0,Exc,M,4.12,0.45,0.2
TKL-20738-660,2021-10-02,47939-53158-LS,A-L-0.2,1,2021,10,2,Nashville,United States,1,1,0,Ara,L,3.88,0.35,0.2
TKL-20738-660,2021-10-02,47939-53158-LS,E-M-1,5,2021,10,2,Nashville,United States,1,1,0,Exc,M,68.75,7.56,5.0
GOW-03198-575,2021-03-13,61513-27752-FA,A-D-0.5,4,2021,3,13,Denver,United States,1,1,1,Ara,D,23.88,2.15,2.0
QJB-90477-635,2022-06-12,89714-19856-WX,L-L-2.5,4,2022,6,12,Stamford,United States,1,1,0,Lib,L,145.82,18.96,10.0
MWP-46239-785,2019-04-27,87979-56781-YV,L-M-0.2,5,2019,4,27,Newport News,United States,1,1,1,Lib,M,21.83,2.84,1.0
QDV-03406-248,2019-05-23,74126-88836-KA,L-M-0.5,3,2019,5,23,Drumcondra,Ireland,1,1,1,Lib,M,26.19,3.4,1.5
GPH-40635-105,2020-07-14,37397-05992-VO,A-M-1,1,2020,7,14,Anchorage,United States,1,1,0,Ara,M,11.25,1.01,1.0
JOM-80930-071,2021-11-10,54904-18397-UD,L-D-1,6,2021,11,10,Beaumont,Ireland,1,1,0,Lib,D,77.7,10.1,6.0
OIL-26493-755,2021-08-31,19017-95853-EK,A-M-0.5,1,2021,8,31,Fargo,United States,1,1,0,Ara,M,6.75,0.61,0.5
CYV-13426-645,2019-07-06,88593-59934-VU,E-D-1,1,2019,7,6,Evansville,United States,1,1,1,Exc,D,12.15,1.34,1.0
WRP-39846-614,2022-03-04,47493-68564-YM,A-L-2.5,5,2022,3,4,Cherryville,Ireland,0,1,1,Ara,L,148.92,13.4,12.5
VDZ-76673-968,2020-12-31,82246-82543-DW,E-D-0.5,2,2020,12,31,Charlotte,United States,1,1,1,Exc,D,14.58,1.6,1.0
VTV-03546-175,2020-07-31,03384-62101-IY,A-L-2.5,5,2020,7,31,Huntsville,United States,1,1,1,Ara,L,148.92,13.4,12.5
GHR-72274-715,2021-05-24,86881-41559-OR,L-D-1,1,2021,5,24,Santa Ana,United States,1,1,0,Lib,D,12.95,1.68,1.0
ZGK-97262-313,2022-07-16,02536-18494-AQ,E-M-2.5,3,2022,7,16,Washington,United States,0,0,1,Exc,M,94.87,10.44,7.5
ZFS-30776-804,2021-02-05,58638-01029-CB,A-L-0.5,5,2021,2,5,Oklahoma City,United States,1,0,1,Ara,L,38.85,3.5,2.5
QUU-91729-492,2021-07-29,90312-11148-LA,A-D-0.2,4,2021,7,29,Saint Louis,United States,1,1,0,Ara,D,11.94,1.07,0.8
PVI-72795-960,2022-03-17,68239-74809-TF,E-L-2.5,3,2022,3,17,Bailieborough,Ireland,0,1,0,Exc,L,102.46,11.27,7.5
PPP-78935-365,2021-02-11,91074-60023-IP,E-D-1,4,2021,2,11,Honolulu,United States,0,1,0,Exc,D,48.6,5.35,4.0
JUO-34131-517,2019-02-13,07972-83748-JI,L-D-1,6,2019,2,13,Corona,United States,0,1,1,Lib,D,77.7,10.1,6.0
ZJE-89333-489,2022-05-13,08694-57330-XR,L-D-2.5,1,2022,5,13,Ballivor,Ireland,1,1,1,Lib,D,29.78,3.87,2.5
LOO-35324-159,2020-05-19,68412-11126-YJ,A-L-0.2,4,2020,5,19,Washington,United States,1,1,1,Ara,L,15.54,1.4,0.8
JBQ-93412-846,2022-04-27,69037-66822-DW,E-L-2.5,4,2022,4,27,Portumna,Ireland,0,0,1,Exc,L,136.62,15.03,10.0
EHX-66333-637,2020-09-09,01297-94364-XH,L-M-0.5,2,2020,9,9,Houston,United States,1,1,0,Lib,M,17.46,2.27,1.0
WXG-25759-236,2021-03-10,39919-06540-ZI,E-L-2.5,2,2021,3,10,Orange,United States,1,1,1,Exc,L,68.31,7.51,5.0
QNA-31113-984,2019-04-07,60512-78550-WS,L-M-0.2,4,2019,4,7,El Paso,United States,1,1,0,Lib,M,17.46,2.27,0.8
ZWI-52029-159,2020-07-12,40172-12000-AU,L-M-1,3,2020,7,12,Carson City,United States,1,1,0,Lib,M,43.65,5.67,3.0
ZWI-52029-159,2020-07-12,40172-12000-AU,E-M-1,2,2020,7,12,Carson City,United States,1,1,0,Exc,M,27.5,3.02,2.0
DFS-49954-707,2021-12-21,39019-13649-CL,E-D-0.2,5,2021,12,21,Provo,United States,1,1,1,Exc,D,18.23,2.0,1.0
VYP-89830-878,2020-10-04,12715-05198-QU,A-M-2.5,2,2020,10,4,Boca Raton,United States,0,1,1,Ara,M,51.75,4.66,5.0
AMT-40418-362,2020-08-08,04513-76520-QO,L-D-1,1,2020,8,8,Roanoke,United States,1,1,1,Lib,D,12.95,1.68,1.0
NFQ-23241-793,2020-10-11,88446-59251-SQ,A-M-1,3,2020,10,11,Des Moines,United States,0,1,1,Ara,M,33.75,3.04,3.0
JQK-64922-985,2021-11-10,23779-10274-KN,R-M-2.5,3,2021,11,10,Honolulu,United States,1,1,1,Rob,M,68.66,4.12,7.5
YET-17732-678,2021-06-20,57235-92842-DK,R-D-0.2,1,2021,6,20,Fort Lauderdale,United States,0,1,0,Rob,D,2.68,0.16,0.2
NKW-24945-846,2021-10-04,75977-30364-AY,A-D-2.5,5,2021,10,4,Philadelphia,United States,1,1,0,Ara,D,114.42,10.3,12.5
VKA-82720-513,2019-06-24,12299-30914-NG,A-M-2.5,6,2019,6,24,Norwalk,United States,1,1,1,Ara,M,155.25,13.97,15.0
THA-60599-417,2019-10-26,59971-35626-YJ,A-M-2.5,3,2019,10,26,Arlington,United States,1,1,1,Ara,M,77.62,6.99,7.5
MEK-39769-035,2021-06-27,15380-76513-PS,R-D-2.5,3,2021,6,27,Ashford,Ireland,1,1,0,Rob,D,61.76,3.71,7.5
JAF-18294-750,2019-09-06,73564-98204-EY,R-D-2.5,6,2019,9,6,Chattanooga,United States,0,1,1,Rob,D,123.51,7.41,15.0
TME-59627-221,2021-04-30,72282-40594-RX,L-L-2.5,6,2021,4,30,Portland,United States,0,1,0,Lib,L,218.73,28.43,15.0
UDG-65353-824,2020-01-07,17514-94165-RJ,E-M-0.5,4,2020,1,7,Oklahoma City,United States,1,1,0,Exc,M,33.0,3.63,2.0
ENQ-42923-176,2021-01-11,56248-75861-JX,A-L-0.5,3,2021,1,11,Washington,United States,1,1,0,Ara,L,23.31,2.1,1.5
CBT-55781-720,2021-11-15,97855-54761-IS,E-D-0.5,3,2021,11,15,Greensboro,United States,1,1,1,Exc,D,21.87,2.41,1.5
NEU-86533-016,2019-06-03,96544-91644-IT,R-D-0.2,6,2019,6,3,Alexandria,United States,1,1,0,Rob,D,16.11,0.97,1.2
BYU-58154-603,2020-12-17,51971-70393-QM,E-D-0.5,4,2020,12,17,Castlebridge,Ireland,1,1,0,Exc,D,29.16,3.21,2.0
EHJ-05910-257,2021-02-07,06812-11924-IK,R-D-1,6,2021,2,7,Racine,United States,0,1,1,Rob,D,53.7,3.22,6.0
EIL-44855-309,2021-03-15,59741-90220-OW,R-D-0.5,5,2021,3,15,Clearwater,United States,0,1,1,Rob,D,26.85,1.61,2.5
HCA-87224-420,2022-08-04,62682-27930-PD,E-M-0.5,5,2022,8,4,Racine,United States,1,1,1,Exc,M,41.25,4.54,2.5
ABO-29054-365,2019-01-19,00256-19905-YG,A-M-0.5,6,2019,1,19,Castlebridge,Ireland,0,1,0,Ara,M,40.5,3.64,3.0
TKN-58485-031,2022-03-23,38890-22576-UI,R-D-1,2,2022,3,23,Castlebellingham,Ireland,1,1,0,Rob,D,17.9,1.07,2.0
RCK-04069-371,2021-10-07,94573-61802-PH,E-L-2.5,2,2021,10,7,Craigavon,United Kingdom,1,0,0,Exc,L,68.31,7.51,5.0
IRJ-67095-738,2019-03-20,86447-02699-UT,E-M-2.5,2,2019,3,20,Tampa,United States,1,1,1,Exc,M,63.25,6.96,5.0
VEA-31961-977,2021-12-15,51432-27169-KN,E-D-0.5,3,2021,12,15,Eadestown,Ireland,1,0,0,Exc,D,21.87,2.41,1.5
BAF-42286-205,2022-06-08,43074-00987-PB,R-M-2.5,4,2022,6,8,Montgomery,United States,1,1,0,Rob,M,91.54,5.49,10.0
WOR-52762-511,2019-12-14,04739-85772-QT,E-L-2.5,6,2019,12,14,Sparks,United States,0,1,1,Exc,L,204.93,22.54,15.0
ZWK-03995-815,2021-04-10,28279-78469-YW,E-M-2.5,2,2021,4,10,Macon,United States,1,1,1,Exc,M,63.25,6.96,5.0
CKF-43291-846,2020-03-10,91829-99544-DS,E-L-2.5,1,2020,3,10,Whittier,United States,1,1,1,Exc,L,34.15,3.76,2.5
RMW-74160-339,2020-10-16,38978-59582-JP,R-L-2.5,4,2020,10,16,Johnson City,United States,1,0,1,Rob,L,109.94,6.6,10.0
FMT-94584-786,2019-10-08,86504-96610-BH,A-L-1,2,2019,10,8,Rochester,United States,1,1,0,Ara,L,25.9,2.33,2.0
NWT-78222-575,2019-12-31,75986-98864-EZ,A-D-0.2,1,2019,12,31,Portarlington,Ireland,0,1,0,Ara,D,2.98,0.27,0.2
EOI-02511-919,2020-03-20,66776-88682-RG,E-L-0.2,5,2020,3,20,Brooklyn,United States,1,1,0,Exc,L,22.28,2.45,1.0
EOI-02511-919,2020-03-20,66776-88682-RG,A-D-0.5,5,2020,3,20,Brooklyn,United States,1,1,0,Ara,D,29.85,2.69,2.5
UCT-03935-589,2021-03-29,85851-78384-DM,R-D-0.5,6,2021,3,29,Charlottesville,United States,1,1,0,Rob,D,32.22,1.93,3.0
